age,balance,Cluster,Recommendation
77,7802,2,Investasi Reksa Dana
64,2352,0,Tabungan Jangka Panjang
80,155,0,Tabungan Jangka Panjang
26,401,0,Tabungan Jangka Panjang
33,79,0,Tabungan Jangka Panjang
41,1646,0,Tabungan Jangka Panjang
28,437,0,Tabungan Jangka Panjang
74,935,0,Tabungan Jangka Panjang
29,2929,0,Tabungan Jangka Panjang
72,2304,0,Tabungan Jangka Panjang
18,348,0,Tabungan Jangka Panjang
46,640,0,Tabungan Jangka Panjang
37,88,0,Tabungan Jangka Panjang
37,2283,0,Tabungan Jangka Panjang
32,473,0,Tabungan Jangka Panjang
51,0,0,Tabungan Jangka Panjang
77,397,0,Tabungan Jangka Panjang
35,62,0,Tabungan Jangka Panjang
53,3634,2,Investasi Reksa Dana
46,273,0,Tabungan Jangka Panjang
78,3417,0,Tabungan Jangka Panjang
34,133,0,Tabungan Jangka Panjang
54,1624,0,Tabungan Jangka Panjang
33,386,0,Tabungan Jangka Panjang
23,2530,0,Tabungan Jangka Panjang
34,2838,0,Tabungan Jangka Panjang
32,1026,0,Tabungan Jangka Panjang
54,2206,0,Tabungan Jangka Panjang
40,260,0,Tabungan Jangka Panjang
63,0,0,Tabungan Jangka Panjang
37,2987,0,Tabungan Jangka Panjang
48,1230,0,Tabungan Jangka Panjang
28,2335,0,Tabungan Jangka Panjang
35,8000,2,Investasi Reksa Dana
29,-27,0,Tabungan Jangka Panjang
68,1146,0,Tabungan Jangka Panjang
53,1004,0,Tabungan Jangka Panjang
37,197,0,Tabungan Jangka Panjang
58,169,0,Tabungan Jangka Panjang
37,393,0,Tabungan Jangka Panjang
37,29,0,Tabungan Jangka Panjang
34,920,0,Tabungan Jangka Panjang
50,3608,2,Investasi Reksa Dana
56,870,0,Tabungan Jangka Panjang
57,9367,2,Investasi Reksa Dana
29,1374,0,Tabungan Jangka Panjang
75,6027,2,Investasi Reksa Dana
24,1,0,Tabungan Jangka Panjang
46,349,0,Tabungan Jangka Panjang
27,39,0,Tabungan Jangka Panjang
52,583,0,Tabungan Jangka Panjang
38,1276,0,Tabungan Jangka Panjang
33,2364,0,Tabungan Jangka Panjang
53,53,0,Tabungan Jangka Panjang
64,1612,0,Tabungan Jangka Panjang
84,639,0,Tabungan Jangka Panjang
62,3114,0,Tabungan Jangka Panjang
41,1,0,Tabungan Jangka Panjang
29,1070,0,Tabungan Jangka Panjang
53,195,0,Tabungan Jangka Panjang
30,3144,0,Tabungan Jangka Panjang
37,3236,0,Tabungan Jangka Panjang
78,3208,0,Tabungan Jangka Panjang
47,1568,0,Tabungan Jangka Panjang
61,1191,0,Tabungan Jangka Panjang
46,706,0,Tabungan Jangka Panjang
31,2616,0,Tabungan Jangka Panjang
21,215,0,Tabungan Jangka Panjang
71,3230,0,Tabungan Jangka Panjang
52,726,0,Tabungan Jangka Panjang
25,3713,2,Investasi Reksa Dana
60,0,0,Tabungan Jangka Panjang
30,265,0,Tabungan Jangka Panjang
29,70,0,Tabungan Jangka Panjang
52,388,0,Tabungan Jangka Panjang
59,1727,0,Tabungan Jangka Panjang
38,205,0,Tabungan Jangka Panjang
33,2881,0,Tabungan Jangka Panjang
31,846,0,Tabungan Jangka Panjang
40,2266,0,Tabungan Jangka Panjang
28,742,0,Tabungan Jangka Panjang
66,2149,0,Tabungan Jangka Panjang
32,344,0,Tabungan Jangka Panjang
67,1430,0,Tabungan Jangka Panjang
39,265,0,Tabungan Jangka Panjang
46,38,0,Tabungan Jangka Panjang
54,3538,2,Investasi Reksa Dana
47,973,0,Tabungan Jangka Panjang
45,1831,0,Tabungan Jangka Panjang
63,641,0,Tabungan Jangka Panjang
60,1047,0,Tabungan Jangka Panjang
29,8103,2,Investasi Reksa Dana
33,523,0,Tabungan Jangka Panjang
48,0,0,Tabungan Jangka Panjang
26,515,0,Tabungan Jangka Panjang
55,8304,2,Investasi Reksa Dana
36,1368,0,Tabungan Jangka Panjang
33,272,0,Tabungan Jangka Panjang
28,-46,0,Tabungan Jangka Panjang
28,168,0,Tabungan Jangka Panjang
31,515,0,Tabungan Jangka Panjang
28,223,0,Tabungan Jangka Panjang
49,228,0,Tabungan Jangka Panjang
27,644,0,Tabungan Jangka Panjang
28,330,0,Tabungan Jangka Panjang
65,952,0,Tabungan Jangka Panjang
30,1165,0,Tabungan Jangka Panjang
38,0,0,Tabungan Jangka Panjang
36,2823,0,Tabungan Jangka Panjang
63,1490,0,Tabungan Jangka Panjang
63,48,0,Tabungan Jangka Panjang
28,187,0,Tabungan Jangka Panjang
80,8304,2,Investasi Reksa Dana
39,276,0,Tabungan Jangka Panjang
31,147,0,Tabungan Jangka Panjang
39,323,0,Tabungan Jangka Panjang
30,799,0,Tabungan Jangka Panjang
67,2540,0,Tabungan Jangka Panjang
29,322,0,Tabungan Jangka Panjang
36,495,0,Tabungan Jangka Panjang
24,358,0,Tabungan Jangka Panjang
30,2371,0,Tabungan Jangka Panjang
21,53,0,Tabungan Jangka Panjang
27,861,0,Tabungan Jangka Panjang
56,602,0,Tabungan Jangka Panjang
66,4041,2,Investasi Reksa Dana
71,275,0,Tabungan Jangka Panjang
26,12,0,Tabungan Jangka Panjang
62,1742,0,Tabungan Jangka Panjang
32,46,0,Tabungan Jangka Panjang
68,2027,0,Tabungan Jangka Panjang
37,3221,0,Tabungan Jangka Panjang
27,1720,0,Tabungan Jangka Panjang
45,2033,0,Tabungan Jangka Panjang
64,3189,0,Tabungan Jangka Panjang
38,2946,0,Tabungan Jangka Panjang
66,1230,0,Tabungan Jangka Panjang
30,572,0,Tabungan Jangka Panjang
39,1435,0,Tabungan Jangka Panjang
24,403,0,Tabungan Jangka Panjang
49,1071,0,Tabungan Jangka Panjang
34,3301,0,Tabungan Jangka Panjang
46,1723,0,Tabungan Jangka Panjang
32,705,0,Tabungan Jangka Panjang
52,955,0,Tabungan Jangka Panjang
25,303,0,Tabungan Jangka Panjang
57,3287,0,Tabungan Jangka Panjang
64,109,0,Tabungan Jangka Panjang
33,224,0,Tabungan Jangka Panjang
36,538,0,Tabungan Jangka Panjang
59,5397,2,Investasi Reksa Dana
25,1957,0,Tabungan Jangka Panjang
43,774,0,Tabungan Jangka Panjang
37,1188,0,Tabungan Jangka Panjang
49,1167,0,Tabungan Jangka Panjang
42,2611,0,Tabungan Jangka Panjang
27,3145,0,Tabungan Jangka Panjang
29,825,0,Tabungan Jangka Panjang
37,122,0,Tabungan Jangka Panjang
47,334,0,Tabungan Jangka Panjang
38,623,0,Tabungan Jangka Panjang
48,86,0,Tabungan Jangka Panjang
55,976,0,Tabungan Jangka Panjang
39,393,0,Tabungan Jangka Panjang
49,293,0,Tabungan Jangka Panjang
68,476,0,Tabungan Jangka Panjang
45,2724,0,Tabungan Jangka Panjang
67,2391,0,Tabungan Jangka Panjang
60,11,0,Tabungan Jangka Panjang
31,54,0,Tabungan Jangka Panjang
58,3109,0,Tabungan Jangka Panjang
41,3126,0,Tabungan Jangka Panjang
23,488,0,Tabungan Jangka Panjang
35,978,0,Tabungan Jangka Panjang
33,718,0,Tabungan Jangka Panjang
32,3255,0,Tabungan Jangka Panjang
48,1544,0,Tabungan Jangka Panjang
43,0,0,Tabungan Jangka Panjang
32,4071,2,Investasi Reksa Dana
74,29080,1,Kredit Usaha Mikro
32,12569,2,Investasi Reksa Dana
63,2896,0,Tabungan Jangka Panjang
28,196,0,Tabungan Jangka Panjang
31,1027,0,Tabungan Jangka Panjang
26,463,0,Tabungan Jangka Panjang
31,3511,2,Investasi Reksa Dana
39,224,0,Tabungan Jangka Panjang
28,198,0,Tabungan Jangka Panjang
30,0,0,Tabungan Jangka Panjang
24,674,0,Tabungan Jangka Panjang
32,623,0,Tabungan Jangka Panjang
46,558,0,Tabungan Jangka Panjang
60,259,0,Tabungan Jangka Panjang
37,432,0,Tabungan Jangka Panjang
48,159,0,Tabungan Jangka Panjang
52,657,0,Tabungan Jangka Panjang
29,1808,0,Tabungan Jangka Panjang
71,392,0,Tabungan Jangka Panjang
47,6651,2,Investasi Reksa Dana
70,2795,0,Tabungan Jangka Panjang
28,1414,0,Tabungan Jangka Panjang
31,2666,0,Tabungan Jangka Panjang
80,668,0,Tabungan Jangka Panjang
29,502,0,Tabungan Jangka Panjang
23,1809,0,Tabungan Jangka Panjang
34,267,0,Tabungan Jangka Panjang
69,2473,0,Tabungan Jangka Panjang
19,372,0,Tabungan Jangka Panjang
35,484,0,Tabungan Jangka Panjang
38,1767,0,Tabungan Jangka Panjang
32,491,0,Tabungan Jangka Panjang
50,558,0,Tabungan Jangka Panjang
27,337,0,Tabungan Jangka Panjang
53,654,0,Tabungan Jangka Panjang
35,2427,0,Tabungan Jangka Panjang
43,386,0,Tabungan Jangka Panjang
30,251,0,Tabungan Jangka Panjang
57,1044,0,Tabungan Jangka Panjang
31,2907,0,Tabungan Jangka Panjang
65,828,0,Tabungan Jangka Panjang
25,1857,0,Tabungan Jangka Panjang
33,1962,0,Tabungan Jangka Panjang
79,2787,0,Tabungan Jangka Panjang
24,1123,0,Tabungan Jangka Panjang
27,643,0,Tabungan Jangka Panjang
36,62,0,Tabungan Jangka Panjang
26,2007,0,Tabungan Jangka Panjang
51,3463,0,Tabungan Jangka Panjang
70,482,0,Tabungan Jangka Panjang
23,1298,0,Tabungan Jangka Panjang
41,5329,2,Investasi Reksa Dana
53,6181,2,Investasi Reksa Dana
86,1255,0,Tabungan Jangka Panjang
27,132,0,Tabungan Jangka Panjang
34,2733,0,Tabungan Jangka Panjang
68,4189,2,Investasi Reksa Dana
35,724,0,Tabungan Jangka Panjang
28,205,0,Tabungan Jangka Panjang
66,154,0,Tabungan Jangka Panjang
30,232,0,Tabungan Jangka Panjang
60,979,0,Tabungan Jangka Panjang
46,5021,2,Investasi Reksa Dana
68,2469,0,Tabungan Jangka Panjang
63,180,0,Tabungan Jangka Panjang
29,658,0,Tabungan Jangka Panjang
35,2918,0,Tabungan Jangka Panjang
64,588,0,Tabungan Jangka Panjang
22,423,0,Tabungan Jangka Panjang
19,302,0,Tabungan Jangka Panjang
31,414,0,Tabungan Jangka Panjang
48,817,0,Tabungan Jangka Panjang
33,183,0,Tabungan Jangka Panjang
34,806,0,Tabungan Jangka Panjang
46,9299,2,Investasi Reksa Dana
60,478,0,Tabungan Jangka Panjang
36,1057,0,Tabungan Jangka Panjang
32,762,0,Tabungan Jangka Panjang
45,31472,1,Kredit Usaha Mikro
44,1090,0,Tabungan Jangka Panjang
57,3738,2,Investasi Reksa Dana
29,1277,0,Tabungan Jangka Panjang
31,756,0,Tabungan Jangka Panjang
54,1636,0,Tabungan Jangka Panjang
49,300,0,Tabungan Jangka Panjang
35,321,0,Tabungan Jangka Panjang
24,1295,0,Tabungan Jangka Panjang
43,839,0,Tabungan Jangka Panjang
34,1974,0,Tabungan Jangka Panjang
27,2855,0,Tabungan Jangka Panjang
54,5475,2,Investasi Reksa Dana
38,536,0,Tabungan Jangka Panjang
34,1279,0,Tabungan Jangka Panjang
93,775,0,Tabungan Jangka Panjang
36,203,0,Tabungan Jangka Panjang
33,146,0,Tabungan Jangka Panjang
35,4124,2,Investasi Reksa Dana
41,14968,2,Investasi Reksa Dana
36,1451,0,Tabungan Jangka Panjang
30,3026,0,Tabungan Jangka Panjang
41,431,0,Tabungan Jangka Panjang
29,985,0,Tabungan Jangka Panjang
82,243,0,Tabungan Jangka Panjang
37,1707,0,Tabungan Jangka Panjang
46,5511,2,Investasi Reksa Dana
44,8,0,Tabungan Jangka Panjang
61,10861,2,Investasi Reksa Dana
33,373,0,Tabungan Jangka Panjang
23,1807,0,Tabungan Jangka Panjang
45,2776,0,Tabungan Jangka Panjang
61,1058,0,Tabungan Jangka Panjang
40,0,0,Tabungan Jangka Panjang
82,1381,0,Tabungan Jangka Panjang
27,204,0,Tabungan Jangka Panjang
26,267,0,Tabungan Jangka Panjang
27,311,0,Tabungan Jangka Panjang
53,306,0,Tabungan Jangka Panjang
54,752,0,Tabungan Jangka Panjang
64,1574,0,Tabungan Jangka Panjang
57,1181,0,Tabungan Jangka Panjang
31,1761,0,Tabungan Jangka Panjang
61,4629,2,Investasi Reksa Dana
35,154,0,Tabungan Jangka Panjang
77,4112,2,Investasi Reksa Dana
36,11650,2,Investasi Reksa Dana
32,6138,2,Investasi Reksa Dana
61,264,0,Tabungan Jangka Panjang
69,2144,0,Tabungan Jangka Panjang
69,482,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
45,4831,2,Investasi Reksa Dana
64,12067,2,Investasi Reksa Dana
35,1227,0,Tabungan Jangka Panjang
22,1232,0,Tabungan Jangka Panjang
34,275,0,Tabungan Jangka Panjang
34,369,0,Tabungan Jangka Panjang
55,240,0,Tabungan Jangka Panjang
53,2398,0,Tabungan Jangka Panjang
63,2785,0,Tabungan Jangka Panjang
37,62,0,Tabungan Jangka Panjang
29,1377,0,Tabungan Jangka Panjang
29,163,0,Tabungan Jangka Panjang
38,1199,0,Tabungan Jangka Panjang
62,569,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
56,1989,0,Tabungan Jangka Panjang
48,46,0,Tabungan Jangka Panjang
42,372,0,Tabungan Jangka Panjang
68,2812,0,Tabungan Jangka Panjang
43,2952,0,Tabungan Jangka Panjang
62,569,0,Tabungan Jangka Panjang
68,2812,0,Tabungan Jangka Panjang
38,1199,0,Tabungan Jangka Panjang
63,3904,2,Investasi Reksa Dana
48,156,0,Tabungan Jangka Panjang
45,205,0,Tabungan Jangka Panjang
59,1625,0,Tabungan Jangka Panjang
35,415,0,Tabungan Jangka Panjang
32,1812,0,Tabungan Jangka Panjang
93,775,0,Tabungan Jangka Panjang
33,180,0,Tabungan Jangka Panjang
48,46,0,Tabungan Jangka Panjang
38,4017,2,Investasi Reksa Dana
29,437,0,Tabungan Jangka Panjang
38,318,0,Tabungan Jangka Panjang
41,1646,0,Tabungan Jangka Panjang
57,470,0,Tabungan Jangka Panjang
53,3591,2,Investasi Reksa Dana
56,2037,0,Tabungan Jangka Panjang
33,2979,0,Tabungan Jangka Panjang
41,1092,0,Tabungan Jangka Panjang
34,661,0,Tabungan Jangka Panjang
29,2196,0,Tabungan Jangka Panjang
34,417,0,Tabungan Jangka Panjang
21,2077,0,Tabungan Jangka Panjang
37,2283,0,Tabungan Jangka Panjang
33,1536,0,Tabungan Jangka Panjang
45,446,0,Tabungan Jangka Panjang
61,5,0,Tabungan Jangka Panjang
22,216,0,Tabungan Jangka Panjang
37,565,0,Tabungan Jangka Panjang
45,476,0,Tabungan Jangka Panjang
35,-32,0,Tabungan Jangka Panjang
28,1348,0,Tabungan Jangka Panjang
31,228,0,Tabungan Jangka Panjang
62,1859,0,Tabungan Jangka Panjang
47,2306,0,Tabungan Jangka Panjang
57,2038,0,Tabungan Jangka Panjang
60,824,0,Tabungan Jangka Panjang
25,348,0,Tabungan Jangka Panjang
40,1515,0,Tabungan Jangka Panjang
33,1514,0,Tabungan Jangka Panjang
53,94,0,Tabungan Jangka Panjang
30,2325,0,Tabungan Jangka Panjang
36,417,0,Tabungan Jangka Panjang
56,3450,0,Tabungan Jangka Panjang
38,2543,0,Tabungan Jangka Panjang
29,464,0,Tabungan Jangka Panjang
61,1853,0,Tabungan Jangka Panjang
62,272,0,Tabungan Jangka Panjang
24,1925,0,Tabungan Jangka Panjang
65,2331,0,Tabungan Jangka Panjang
70,324,0,Tabungan Jangka Panjang
60,116,0,Tabungan Jangka Panjang
30,1779,0,Tabungan Jangka Panjang
51,346,0,Tabungan Jangka Panjang
36,353,0,Tabungan Jangka Panjang
42,27696,1,Kredit Usaha Mikro
58,2155,0,Tabungan Jangka Panjang
43,413,0,Tabungan Jangka Panjang
77,2590,0,Tabungan Jangka Panjang
34,320,0,Tabungan Jangka Panjang
35,1454,0,Tabungan Jangka Panjang
39,1382,0,Tabungan Jangka Panjang
35,2427,0,Tabungan Jangka Panjang
41,2498,0,Tabungan Jangka Panjang
25,1003,0,Tabungan Jangka Panjang
51,2007,0,Tabungan Jangka Panjang
48,926,0,Tabungan Jangka Panjang
26,632,0,Tabungan Jangka Panjang
55,2206,0,Tabungan Jangka Panjang
49,1830,0,Tabungan Jangka Panjang
29,814,0,Tabungan Jangka Panjang
67,5275,2,Investasi Reksa Dana
42,2129,0,Tabungan Jangka Panjang
35,2717,0,Tabungan Jangka Panjang
37,341,0,Tabungan Jangka Panjang
35,2885,0,Tabungan Jangka Panjang
61,523,0,Tabungan Jangka Panjang
60,4256,2,Investasi Reksa Dana
33,484,0,Tabungan Jangka Panjang
27,535,0,Tabungan Jangka Panjang
24,431,0,Tabungan Jangka Panjang
57,1269,0,Tabungan Jangka Panjang
63,0,0,Tabungan Jangka Panjang
61,211,0,Tabungan Jangka Panjang
52,4012,2,Investasi Reksa Dana
34,625,0,Tabungan Jangka Panjang
28,1584,0,Tabungan Jangka Panjang
60,315,0,Tabungan Jangka Panjang
32,200,0,Tabungan Jangka Panjang
34,589,0,Tabungan Jangka Panjang
31,-205,0,Tabungan Jangka Panjang
28,-46,0,Tabungan Jangka Panjang
55,8304,2,Investasi Reksa Dana
65,308,0,Tabungan Jangka Panjang
37,1113,0,Tabungan Jangka Panjang
35,992,0,Tabungan Jangka Panjang
33,272,0,Tabungan Jangka Panjang
75,1413,0,Tabungan Jangka Panjang
48,1819,0,Tabungan Jangka Panjang
33,1623,0,Tabungan Jangka Panjang
38,630,0,Tabungan Jangka Panjang
25,2975,0,Tabungan Jangka Panjang
41,7968,2,Investasi Reksa Dana
25,154,0,Tabungan Jangka Panjang
27,5169,2,Investasi Reksa Dana
49,228,0,Tabungan Jangka Panjang
43,4945,2,Investasi Reksa Dana
52,1708,0,Tabungan Jangka Panjang
48,0,0,Tabungan Jangka Panjang
29,1584,0,Tabungan Jangka Panjang
43,1707,0,Tabungan Jangka Panjang
65,952,0,Tabungan Jangka Panjang
72,1978,0,Tabungan Jangka Panjang
26,1105,0,Tabungan Jangka Panjang
37,52,0,Tabungan Jangka Panjang
37,6771,2,Investasi Reksa Dana
28,890,0,Tabungan Jangka Panjang
61,56,0,Tabungan Jangka Panjang
32,1644,0,Tabungan Jangka Panjang
51,151,0,Tabungan Jangka Panjang
38,0,0,Tabungan Jangka Panjang
34,2240,0,Tabungan Jangka Panjang
60,957,0,Tabungan Jangka Panjang
24,689,0,Tabungan Jangka Panjang
36,2161,0,Tabungan Jangka Panjang
46,1527,0,Tabungan Jangka Panjang
80,8304,2,Investasi Reksa Dana
37,698,0,Tabungan Jangka Panjang
39,494,0,Tabungan Jangka Panjang
62,2801,0,Tabungan Jangka Panjang
84,4761,2,Investasi Reksa Dana
24,834,0,Tabungan Jangka Panjang
24,139,0,Tabungan Jangka Panjang
28,12,0,Tabungan Jangka Panjang
31,877,0,Tabungan Jangka Panjang
33,2066,0,Tabungan Jangka Panjang
33,555,0,Tabungan Jangka Panjang
64,48,0,Tabungan Jangka Panjang
48,235,0,Tabungan Jangka Panjang
28,1595,0,Tabungan Jangka Panjang
28,5741,2,Investasi Reksa Dana
69,426,0,Tabungan Jangka Panjang
28,187,0,Tabungan Jangka Panjang
24,166,0,Tabungan Jangka Panjang
52,1416,0,Tabungan Jangka Panjang
37,1189,0,Tabungan Jangka Panjang
25,486,0,Tabungan Jangka Panjang
58,0,0,Tabungan Jangka Panjang
62,2557,0,Tabungan Jangka Panjang
41,3138,0,Tabungan Jangka Panjang
28,1720,0,Tabungan Jangka Panjang
75,1765,0,Tabungan Jangka Panjang
21,1506,0,Tabungan Jangka Panjang
40,3585,2,Investasi Reksa Dana
35,262,0,Tabungan Jangka Panjang
49,1093,0,Tabungan Jangka Panjang
39,76,0,Tabungan Jangka Panjang
63,4680,2,Investasi Reksa Dana
38,1477,0,Tabungan Jangka Panjang
72,3561,2,Investasi Reksa Dana
31,3340,0,Tabungan Jangka Panjang
49,1071,0,Tabungan Jangka Panjang
29,247,0,Tabungan Jangka Panjang
39,112,0,Tabungan Jangka Panjang
78,527,0,Tabungan Jangka Panjang
61,2580,0,Tabungan Jangka Panjang
60,975,0,Tabungan Jangka Panjang
58,2986,0,Tabungan Jangka Panjang
67,2048,0,Tabungan Jangka Panjang
20,2785,0,Tabungan Jangka Panjang
28,127,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
31,4951,2,Investasi Reksa Dana
37,488,0,Tabungan Jangka Panjang
81,1154,0,Tabungan Jangka Panjang
46,624,0,Tabungan Jangka Panjang
46,4343,2,Investasi Reksa Dana
44,2367,0,Tabungan Jangka Panjang
23,283,0,Tabungan Jangka Panjang
40,6403,2,Investasi Reksa Dana
27,802,0,Tabungan Jangka Panjang
60,3735,2,Investasi Reksa Dana
55,2693,0,Tabungan Jangka Panjang
43,0,0,Tabungan Jangka Panjang
26,1027,0,Tabungan Jangka Panjang
25,3902,2,Investasi Reksa Dana
31,243,0,Tabungan Jangka Panjang
54,0,0,Tabungan Jangka Panjang
29,1055,0,Tabungan Jangka Panjang
36,60,0,Tabungan Jangka Panjang
59,5397,2,Investasi Reksa Dana
37,217,0,Tabungan Jangka Panjang
28,6551,2,Investasi Reksa Dana
35,303,0,Tabungan Jangka Panjang
32,2093,0,Tabungan Jangka Panjang
49,1167,0,Tabungan Jangka Panjang
50,2376,0,Tabungan Jangka Panjang
55,0,0,Tabungan Jangka Panjang
81,949,0,Tabungan Jangka Panjang
24,393,0,Tabungan Jangka Panjang
38,2678,0,Tabungan Jangka Panjang
61,11,0,Tabungan Jangka Panjang
67,4416,2,Investasi Reksa Dana
28,390,0,Tabungan Jangka Panjang
29,1934,0,Tabungan Jangka Panjang
31,3511,0,Tabungan Jangka Panjang
71,1696,0,Tabungan Jangka Panjang
33,1278,0,Tabungan Jangka Panjang
47,1011,0,Tabungan Jangka Panjang
39,2939,0,Tabungan Jangka Panjang
26,3466,0,Tabungan Jangka Panjang
22,372,0,Tabungan Jangka Panjang
34,549,0,Tabungan Jangka Panjang
32,1102,0,Tabungan Jangka Panjang
48,973,0,Tabungan Jangka Panjang
32,491,0,Tabungan Jangka Panjang
58,3337,0,Tabungan Jangka Panjang
48,368,0,Tabungan Jangka Panjang
28,326,0,Tabungan Jangka Panjang
36,12264,2,Investasi Reksa Dana
67,203,0,Tabungan Jangka Panjang
30,502,0,Tabungan Jangka Panjang
27,346,0,Tabungan Jangka Panjang
31,4328,2,Investasi Reksa Dana
27,279,0,Tabungan Jangka Panjang
33,131,0,Tabungan Jangka Panjang
36,2646,0,Tabungan Jangka Panjang
62,6,0,Tabungan Jangka Panjang
29,1579,0,Tabungan Jangka Panjang
26,2007,0,Tabungan Jangka Panjang
59,1,0,Tabungan Jangka Panjang
51,469,0,Tabungan Jangka Panjang
27,643,0,Tabungan Jangka Panjang
60,514,0,Tabungan Jangka Panjang
42,1289,0,Tabungan Jangka Panjang
47,3676,2,Investasi Reksa Dana
43,0,0,Tabungan Jangka Panjang
22,104,0,Tabungan Jangka Panjang
34,159,0,Tabungan Jangka Panjang
39,728,0,Tabungan Jangka Panjang
27,107,0,Tabungan Jangka Panjang
49,1946,0,Tabungan Jangka Panjang
42,1519,0,Tabungan Jangka Panjang
64,5112,2,Investasi Reksa Dana
44,1090,0,Tabungan Jangka Panjang
64,4833,2,Investasi Reksa Dana
29,1925,0,Tabungan Jangka Panjang
52,335,0,Tabungan Jangka Panjang
52,371,0,Tabungan Jangka Panjang
54,5475,2,Investasi Reksa Dana
37,203,0,Tabungan Jangka Panjang
48,50,0,Tabungan Jangka Panjang
28,11862,2,Investasi Reksa Dana
77,820,0,Tabungan Jangka Panjang
63,791,0,Tabungan Jangka Panjang
34,1279,0,Tabungan Jangka Panjang
29,455,0,Tabungan Jangka Panjang
38,536,0,Tabungan Jangka Panjang
47,1693,0,Tabungan Jangka Panjang
63,1495,0,Tabungan Jangka Panjang
30,985,0,Tabungan Jangka Panjang
74,935,0,Tabungan Jangka Panjang
31,410,0,Tabungan Jangka Panjang
33,51,0,Tabungan Jangka Panjang
25,679,0,Tabungan Jangka Panjang
78,1780,0,Tabungan Jangka Panjang
26,222,0,Tabungan Jangka Panjang
47,1210,0,Tabungan Jangka Panjang
56,1693,0,Tabungan Jangka Panjang
54,876,0,Tabungan Jangka Panjang
46,3308,0,Tabungan Jangka Panjang
47,0,0,Tabungan Jangka Panjang
24,822,0,Tabungan Jangka Panjang
70,0,0,Tabungan Jangka Panjang
63,3904,2,Investasi Reksa Dana
22,2488,0,Tabungan Jangka Panjang
38,88,0,Tabungan Jangka Panjang
44,121,0,Tabungan Jangka Panjang
52,0,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
29,464,0,Tabungan Jangka Panjang
41,79,0,Tabungan Jangka Panjang
62,2557,0,Tabungan Jangka Panjang
62,272,0,Tabungan Jangka Panjang
38,2543,0,Tabungan Jangka Panjang
36,1224,0,Tabungan Jangka Panjang
34,320,0,Tabungan Jangka Panjang
60,4256,2,Investasi Reksa Dana
32,1168,0,Tabungan Jangka Panjang
29,703,0,Tabungan Jangka Panjang
32,136,0,Tabungan Jangka Panjang
75,3810,2,Investasi Reksa Dana
29,765,0,Tabungan Jangka Panjang
68,1146,0,Tabungan Jangka Panjang
25,358,0,Tabungan Jangka Panjang
36,1511,0,Tabungan Jangka Panjang
38,557,0,Tabungan Jangka Panjang
53,583,0,Tabungan Jangka Panjang
34,557,0,Tabungan Jangka Panjang
23,113,0,Tabungan Jangka Panjang
73,2850,0,Tabungan Jangka Panjang
25,505,0,Tabungan Jangka Panjang
51,825,0,Tabungan Jangka Panjang
72,5715,2,Investasi Reksa Dana
42,-215,0,Tabungan Jangka Panjang
59,2239,0,Tabungan Jangka Panjang
32,376,0,Tabungan Jangka Panjang
36,15485,2,Investasi Reksa Dana
34,2918,0,Tabungan Jangka Panjang
28,67,0,Tabungan Jangka Panjang
54,1664,0,Tabungan Jangka Panjang
27,192,0,Tabungan Jangka Panjang
42,1519,0,Tabungan Jangka Panjang
31,0,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
37,4708,2,Investasi Reksa Dana
31,3283,0,Tabungan Jangka Panjang
33,1211,0,Tabungan Jangka Panjang
27,347,0,Tabungan Jangka Panjang
44,423,0,Tabungan Jangka Panjang
22,3982,2,Investasi Reksa Dana
25,2506,0,Tabungan Jangka Panjang
30,697,0,Tabungan Jangka Panjang
46,456,0,Tabungan Jangka Panjang
32,324,0,Tabungan Jangka Panjang
57,5768,2,Investasi Reksa Dana
41,1517,0,Tabungan Jangka Panjang
62,0,0,Tabungan Jangka Panjang
28,482,0,Tabungan Jangka Panjang
77,638,0,Tabungan Jangka Panjang
47,2524,0,Tabungan Jangka Panjang
40,4539,2,Investasi Reksa Dana
41,2039,0,Tabungan Jangka Panjang
28,128,0,Tabungan Jangka Panjang
51,4787,2,Investasi Reksa Dana
47,1147,0,Tabungan Jangka Panjang
37,1978,0,Tabungan Jangka Panjang
29,51,0,Tabungan Jangka Panjang
24,-122,0,Tabungan Jangka Panjang
27,294,0,Tabungan Jangka Panjang
23,922,0,Tabungan Jangka Panjang
32,51,0,Tabungan Jangka Panjang
40,694,0,Tabungan Jangka Panjang
